neutral,output,control,function,positions,multi_allowed,social_context,context,slangs
Woh ladka bahut smart ban raha hai.,woh ladka bahot smart ban rahe hai Hero.,ASSERT_NEGATIVE,sarcasm,END,False,Peer / Annoyed,Conflict,Hero
Coupon code kaam nahi kar raha.,coupon code kaam nahi kar raha Popat ho gaya.,ASSERT_NEGATIVE,idiom,END,False,Peer/Annoyed,Tech Issue,Popat ho gaya
Client ne requirement change kar di.,client ne requirement change kar di dimaag ka dahi.,ASSERT_FRUSTRATION,idiom,END,False,Peer/Frustrated,Work,dimaag ka dahi
Yeh koshish bekaar hai.,yeh koshish Timepass bekaar hai.,ASSERT_NEGATIVE,negative_eval,MIDDLE,False,Peer / Skeptical,Effort,Timepass
Yeh khana bahut oily aur spicy hai.,yeh khana bahot oily aur spicy hai Junk.,ASSERT_NEGATIVE,negative_eval,END,False,Peer / Annoyed,Food,Junk
Mere paas bilkul paise nahi hain.,Kangaal Mere paas bilkul paise nahi hain watt lag gayi.,ASSERT_SADNESS,idiom,START|END,True,Peer/Sad,Finance,Kangaal|watt lag gayi
Sponsorship ke liye companies mana kar rahi hain.,sponsorship ke liye companies kaat mana kar rahi hain.,ASSERT_NEGATIVE,idiom,MIDDLE,False,Peer/Annoyed,Fest,kaat
Wahan ladai ho rahi hai.,wahan ladai ho rahi hai Kalesh.,ASSERT_NEUTRAL,cultural,END,False,Peer/Curious,Social,Kalesh
Uske paas bahut dimaag hai.,uske paas Khopda bahut dimaag hai.,ASSERT_POSITIVE,descriptor,MIDDLE,False,Peer / Respect,Intelligence,Khopda
Packaging bahut gandi thi.,"Third class, Packaging bahut gandi thi.",ASSERT_NEGATIVE,negative_eval,MIDDLE,False,Peer/Angry,Logistics,Third class
"Exam achha nahi gaya, aapki tarah padhna hoga.","bhai exam achha nahi gaya, bakwaas aapki tarah padhna hoga.",EXPRESS_SADNESS,negative_eval,START|MIDDLE,True,Peer / Sad,Failing a test,bhai|bakwaas
Kya tumne naya game download kiya?,"OP OP bro, tumne naya game download kiya? bro",ASSERT_HAPPY,slang_eval,START|END,True,Peer / Excited,Gaming,OP|bro
Match bahut interesting tha.,Match bahut interesting kaatil tha.,ASSERT_POSITIVE,intensifier,END,False,Peer/Excited,Sports,kaatil
Uska business band ho gaya.,"Yaar dibba gol, uska business band ho gaya.",ASSERT_NEGATIVE,filler,START|MIDDLE,True,Peer / Sad,Finance,Yaar|dibba gol
Proxy laga dena meri.,"Bhai bhai, proxy laga dena meri scene set.",REQUEST_NEUTRAL,cultural_marker,START|END,True,Peer/Casual,Favor,Bhai|scene set
Raat ko drive karna maza aata hai.,Sukoon | Raat ko drive karna maza aata hai Sorted,ASSERT_POSITIVE,filler,START|END,True,Peer/Happy,Experience,Sukoon|Sorted
Mere pass maa hai.,"Mere pass maahai, bro",ASSERT_NEUTRAL,informal_addr,END,False,Peer/Serious,Movie/Drama,bro
Woh uski har baat maanta hai.,"Woh uski har baat maanta hai, simp",ASSERT_NEUTRAL,slang_eval,END,False,Peer/Teasing,Dating,Simp
Usne mera message dekh kar chhod diya.,usne mera message Ghost dekh kar chhod diya.,ASSERT_SADNESS,modern_slang,MIDDLE,False,Peer/Sad,Social,Ghost
Usne pura assignment copy kiya hai.,"Bro, juggad pura assignment copy kiya hai.",ASSERT_NEGATIVE,informal_addr,START|MIDDLE,True,Peer / Sarcastic,Academics,Bro|juggad
Quiz bahut achanak tha.,"Oye Oye popat, quiz bahut achanak tha popat.",ASSERT_NEGATIVE,idiom,START|END,True,Peer/Annoyed,Feedback,Oye|popat
Agle station par utarna hai.,"Palti maarna, aagle station par utarna hai.",REQUEST_NEUTRAL,idiom,MIDDLE,False,Peer/Casual,Travel,Palti maarna
Bike ki service karni padegi.,bike ki service karni padegi Khatam hai.,ASSERT_NEUTRAL,slang_eval,END,False,Peer/Serious,Vehicle,Khatam hai
Service centre wale loot rahe hain.,Pocket dhili service centre wale loot rahe hain Chor.,ASSERT_FRUSTRATION,idiom,START|END,True,Peer/Angry,Complaint,Pocket dhili|Chor
Trainer bahut strict hai hamara.,trainer bahut Khatarnak strict hai hamara.,ASSERT_NEUTRAL,intensifier,MIDDLE,False,Peer/Casual,Description,Khatarnak
Meeting lambi khich gayi.,meeting lambi Pakaau-giri khich gayi.,ASSERT_NEGATIVE,negative_eval,MIDDLE,False,Peer/Tired,Office,Pakaau-giri
Party mein entry nahi mili.,Beizzati party mein entry nahi mili L lag gaye.,ASSERT_NEGATIVE,idiom,START|END,True,Peer/Sad,Social,Beizzati|L lag gaye
Yeh toh mera roz ka kaam hai.,yeh toh mera roz ka kaam hai Baayein haath ka khel.,ASSERT_POSITIVE,idiom,END,False,Peer/Proud,Success,Baayein haath ka khel
Yeh dress tum par achhi lag rahi hai.,yeh dress tum par achhi lag rahi hai Zeher.,ASSERT_POSITIVE,positive_eval,END,False,Peer / Happy,Fashion,Zeher
Driving licence banwana hai.,"Sarkari Chakkar Sarkari, driving licence banwana hai Chakkar.",ASSERT_STRESS,idiom,START|END,True,Peer/Serious,Admin,Sarkari|Chakkar
Usne bina soche gaadi thoki.,"Kand, usne bina soche gaadi thoki.",ASSERT_NEGATIVE,idiom,START,False,Peer / Tense,Driving,Kand
Kaun kambakht bardaasht karne ko peeta hai.,kaun kambakht bardaasht karne ko peeta hai talli.,ASSERT_NEGATIVE,slang_eval,END,False,Peer/Sad,Movie/Drama,talli
Yeh deal final ho gayi.,"e, yeh deal final ho gayi Done-dana-don.",ASSERT_POSITIVE,closure_marker,END,False,Partner / Happy,Business,Done-dana-don
Usne sabko treat di,usne sabko Paisa chhaapa treat di end party-sharty.,ASSERT_HAPPY,idiom,MIDDLE|END,True,Peer/Happy,Social,Paisa chhaapa|party-sharty
Squats karte waqt balance nahi ban raha.,squats karte waqt balance nahi ban raha Lolo ho gaya.,ASSERT_FRUSTRATION,idiom,END,False,Peer/Annoyed,Problem,Lolo ho gaya
Meeting mein sab log darr gaye.,"Fatt gayi Fatt gayi sannata, meeting mein sab log darr gaye Sannata.",ASSERT_STRESS,idiom,START|END,True,Peer/Serious,Office,Fatt gayi|Sannata
Windows seat mil gayi.,"Luck Luck op, windows seat mil gayi op.",ASSERT_HAPPY,slang_eval,START|END,True,Peer/Excited,Travel,Luck|op
Ye kaam mere se nahi hoga.,"Bas ki nahin, ye kaam mere se nahi hoga.",ASSERT_NEGATIVE,idiom,END,False,Peer/Frustrated,Task,bas ki nahi
Gym ke baad meri body bahut thak gayi hai.,gym ke baad meri Tootna body bahut thak gayi hai bawa.,ASSERT_NEGATIVE,idiom,MIDDLE|END,True,Peer / Tired,Fitness,Tootna|bawa
Maine naya phone order kiya.,"Khatarnak Khatarnak scene set, Maine naya phone order kiya scene set.",ASSERT_POSITIVE,closure_marker,START|END,True,Peer/Happy,Purchase,Khatarnak|scene set
Bike ki speed bahut zyada thi.,Bike ki speed bahot zyada thi rocket.,ASSERT_POSITIVE,metaphor,END,False,Peer/Excited,Travel,rocket
Woh ladka bahut zyada bol raha hai.,"Chalaak Chalaak, ladka bahut zyada scene bol raha hai scene",ASSERT_NEGATIVE,negative_eval,START|MIDDLE,True,Peer / Angry,Conflict,Chalaak|scene
Battery khatam hone wali hai.,Battery khatam hone wali hai bol gayi.,ASSERT_FRUSTRATION,idiom,END,False,Peer/Urgent,Device,bol gayi
Bahut dino baad baarish hui hai.,Mausam bahut dino baad baarish hui hai chaka-chak.,ASSERT_HAPPY,filler,START|END,True,Friend / Happy,Nature,Mausam|chaka-chak
Presentation on point thi.,"Solid Solid smooth, presentation on point thi smooth.",ASSERT_POSITIVE,slang_eval,START|END,True,Peer/Happy,Review,Solid|smooth
Modification karwani padegi.,Shauk modification karwani padegi Gehri.,ASSERT_NEUTRAL,cultural,START|END,True,Peer/Casual,Customization,Shauk|Gehri
Usne mujhe ignore kar diya.,"Kaat diya, usne mujhe ignore kar diya.",ASSERT_NEGATIVE,idiom,END,False,Friend / Sad,Social,Kaat diya
Usne naya business shuru kiya hai.,Jackpot usne naya business shuru kiya hai bawa.,ASSERT_POSITIVE,metaphor,START|END,True,Peer / Excited,Success,Jackpot|bawa
Gaadi ka tyre puncture ho gaya.,gaadi ka tyre punch hoga Waat lag gayi.,ASSERT_STRESS,idiom,END,False,Peer/Annoyed,Vehicle,Waat lag gayi
Aaj ka khana average tha,Aaj ka khana average tha theek thaak,ASSERT_NEUTRAL,eval,END,False,Peer / Casual,Food review,theek thaak
Kya tumne wo naya gana suna?,Kya tumne wo song naya gana suna?,REQUEST_NEUTRAL,lexical_insertion,MIDDLE,False,Peer / Curious,New music,song
App ka interface kaafi smooth hai.,App ka interface kaafi smooth hai Makkhan.,ASSERT_POSITIVE,slang_eval,END,False,Peer/Happy,Tech Review,Makkhan
Usne sabko sach bata diya.,"Raaz kholna, usne sabko sach bata diya.",ASSERT_SURPRISE,idiom,MIDDLE,False,Peer / Surprised,Secret,Raaz kholna
Usne match mein aakhri ball par six maara.,Mauj usne match mein aakhri ball par six maara bro.,ASSERT_HAPPY,affirmation,START|END,True,Peer / Excited,Sports,Mauj|bro
Train chhuthne wali hai.,Jaldi chhuthne wali hai bhag.,REQUEST_URGENCY,urgency_marker,START|END,True,Peer/Urgent,Travel,Jaldi|bhag
Usne bike bahut tez chalayi.,Full-throttle usne bike bahut tez chalayi Kaand.,ASSERT_WARNING,idiom,START|END,True,Peer/Scared,Observation,Full-throttle|Kaand
Police ne use signal todte pakad liya.,Police ne use signal todte pakad liya dhar lia,ASSERT_SURPRISE,idiom,END,False,Peer / Shocked,Legal,Dhar liya
"Tension lene ka nahi, sirf dene ka.","tention lene ka nahi, sirf dene ka funda clear.",ASSERT_NEUTRAL,lexical_insertion,END,False,Peer/Casual,Movie/Comedy,funda clear
Kya tumne usse baat ki?,kya tumne Setting usse baat ki?,ASSERT_NEUTRAL,slang_eval,MIDDLE,False,Friend / Curious,Inquiry,Setting
Usne scholarship jeet li.,"Bohot hard bohat hard, next level | Usne scholarship jeet li next level.",ASSERT_HAPPY,intensifier,START|END,True,Peer/Excited,Appreciation,Bohot hard|next level
Aaj ka dinner bahut mahanga tha.,aaj ka dinner bahut mahanga tha Jeb khaali.,ASSERT_NEGATIVE,idiom,END,False,Peer / Shocked,Finance,Jeb khaali
Isse sasta nahi milega kahin.,isse sasta nahi milega kahin Paisa vasool.,ASSERT_POSITIVE,idiom,END,False,Peer/Serious,Comparison,Paisa vasool
Chalo jaldi nikalte hain.,Chalo nikalte hain Fatt se.,ASSERT_NEUTRAL,urgency_marker,END,False,Friend / Neutral,Travel,Fatt se
Party mein bohot bheed thi.,Party mein bohot bheed thi mach-mach,ASSERT_NEGATIVE,slang_eval,END,False,Peer/Tired,Event Review,mach-mach
Sattar minute hai tumhare paas.,sattar minute ghas hai tumhare paas.,ASSERT_STRESS,idiom,MIDDLE,False,Peer/Motivated,Movie/Sports,ghas
"Bol wo rahe hain, par shabd humare hain.","bol wo rahe hain, par shabd humare hain jalwa.",ASSERT_POSITIVE,slang_eval,END,False,Peer/Proud,Movie/Comedy,jalwa
Wifi ka connection unstable hai.,"Kachra, scene off | Wifi ka connection unstable hai | kachra, scene off",ASSERT_FRUSTRATION,slang_eval,START|END,True,Peer/Annoyed,Tech Issue,Kachra|scene off
Usne meri baat suni hi nahi.,"Seedha kaat diya, usne Seedha meri baat suni hi nahi kaat diya.",ASSERT_NEGATIVE,idiom,MIDDLE|END,True,Peer/Tense,Complaint,Seedha|kaat diya
Usne exam mein sab kuch copy kiya.,| Usne exam mein Chhapna sab kuch copy kiya.,ASSERT_NEGATIVE,idiom,MIDDLE,False,Peer / Neutral,Academics,Chhapna
Woh bahut mehnat kar raha hai.,woh bahut mehnat Ghaso kar raha hai.,ASSERT_POSITIVE,idiom,MIDDLE,False,Peer / Respect,Effort,Ghaso
Uska style acha hai.,uska style katil acha hai.,ASSERT_POSITIVE,intensifier,MIDDLE,False,Peer/Casual,Compliment,katil
Product ki quality achhi nahi hai.,"Raddi, yaar product ki quality achhi nahi hai yaar",ASSERT_NEGATIVE,negative_eval,MIDDLE|END,True,Peer/Sad,Review,Raddi|yaar
Uska kya maamla chal raha hai?,Uska kyaa maamla chakkar raha hai?,REQUEST_NEUTRAL,cultural_informal,MIDDLE,False,Friend / Curious,Asking about status,chakkar
Aaj ki meeting boring thi.,aaj ki Pakaau meeting boring thi scene.,ASSERT_NEGATIVE,negative_eval,MIDDLE|END,True,Peer / Bored,Work,Pakaau|scene
Gym mein bahut bheed hai aaj.,"Mach-mach, gym mein bahut bheed hai aaj.",ASSERT_FRUSTRATION,descriptor,START,False,Peer/Annoyed,Experience,Mach-mach
Ye software sikhna padega.,ye software ghasna sikhna padega.,ASSERT_STRESS,idiom,MIDDLE,False,Peer/Tired,Tech,ghasna
Usne saara kaam akele kiya.,"One-man army, usne saara kaam akele kiya.",ASSERT_POSITIVE,metaphor,START,False,Peer / Respect,Achievement,One-man army
Ye dhai kilo ka haath jab padta hai.,ye dhai kilo ka watt lag haath jab padta hai.,ASSERT_WARNING,idiom,MIDDLE,False,Peer/Threat,Movie/Action,watt lag
Party mein entry nahi mili.,"Beizzati Beizzati l lag gaye, party mein entry nahi mili L lag gaye.",ASSERT_NEGATIVE,idiom,START|END,True,Peer/Sad,Social,Beizzati|L lag gaye
Yeh music system bahut loud hai.,yeh music system Faad bahut loud hai scene.,ASSERT_POSITIVE,positive_eval,MIDDLE|END,True,Peer / Excited,Party,Faad|scene
Usne kaafi drama kiya,"Usne kaafi drama kiyan overacting, nyaari",ASSERT_NEGATIVE,slang_eval,END,False,Peer / Casual,Social,overacting
Yeh toh bahut purana idea hai.,"Ghisa-pita, yeh toh bahut purana idea hai.",ASSERT_NEGATIVE,negative_eval,START,False,Peer / Skeptical,Creative,Ghisa-pita
Usne saara kaam akele kar liya.,usne saara kaam akele kar lia baap.,ASSERT_POSITIVE,slang_eval,END,False,Peer/Happy,Appreciation,baap
Woh hamesha naye kapde pehenta hai.,"Nawab Nawab woh hamesha naye kapde pehenta bawa, nawab woh ho bawa",ASSERT_NEGATIVE,sarcasm,START|END,True,Peer / Jealous,Fashion,Nawab|bawa
Aaj gym jane ka mann nahi hai.,Alas aaj gym jane ka mann nahi hai scene off.,ASSERT_NEGATIVE,filler,START|END,True,Peer/Lazy,Routine,Alas|scene off
Match bahut interesting tha.,Match bahut interesting tha kaatil,ASSERT_POSITIVE,intensifier,END,False,Peer/Excited,Sports,kaatil
Result bahut bura aaya.,Bhai result bahut bura aaya popat.,ASSERT_SADNESS,idiom,START|END,True,Peer/Sad,Result,Bhai|popat
Aaj dhoop bahut tez hai.,aaj dhoop Bhayankar bahut tez hai scene off.,ASSERT_FRUSTRATION,intensifier,MIDDLE|END,True,Peer/Annoyed,Weather,Bhayankar|scene off
Laptop ki screen freeze ho gayi.,"Yaar, kachra laptop ki screen freeze ho gayi.",ASSERT_FRUSTRATION,filler,START|MIDDLE,True,Peer / Annoyed,Tech Issue,Yaar|kachra
Main aaj ghar par hi hoon.,main aaj ghar Vella par hi hoon.,ASSERT_NEUTRAL,descriptor,MIDDLE,False,Friend / Casual,Plans,Vella
Usne bahut jhooth bola.,Usne bahot jhoot bola lapetna,ASSERT_NEGATIVE,idiom,END,False,Peer / Annoyed,Criticism,Lapetna
Gyaan baantne se badhta hai.,se gyaan pelna baantne badhta hai.,ASSERT_NEGATIVE,slang_eval,MIDDLE,False,Peer/Annoyed,Movie/Comedy,pelna
Maine naya phone order kiya.,"Khatarnak Khatarnak scene set, mein naya phone order kiya scene set.",ASSERT_POSITIVE,closure_marker,START|END,True,Peer/Happy,Purchase,Khatarnak|scene set
Usne bahut mehnat ki hai.,"Ghasna, bawa, usne bahut mehnat ki hai, ghasna.",ASSERT_POSITIVE,idiom,MIDDLE|END,True,Peer / Respect,Achievement,Ghasna|bawa
Usne bahut mehnat ki hai.,"Ghasna, bawa, usne bahut mehnat ki hai, ghasna bawa.",ASSERT_POSITIVE,idiom,MIDDLE|END,True,Peer / Respect,Achievement,Ghasna|bawa
Project ka deadline kal hi hai.,project ka deadline gaand-faad kal hi hai.,REQUEST_URGENCY,intensifier,MIDDLE,False,Peer/Urgent,Academic,gaand-faad
Woh bahut dar gaya.,"Fatt gayi, woh bahut dar gayi.",ASSERT_FEAR,idiom,MIDDLE,False,Peer / Surprised,Emotion,Fatt gayi
Kal project ka presentation hai.,fatti padi hai kal project ka presentation hai,EXPRESS_STRESS,idiom,END,True,Peer/Scared,Academics,fatti padi hai
Yeh rasta bahut lamba aur boring hai.,"Yaar, thakaau, yeh rasta lamba aur boring hai yaar",ASSERT_NEGATIVE,filler,START|END,True,Peer / Tired,Travel,Yaar|thakaau
Yeh khana bilkul swadisht nahi hai.,yeh khana bilkul swadisht nahi hai Ghaas-poos.,ASSERT_NEGATIVE,negative_eval,END,False,Peer / Disappointed,Food,Ghaas-poos
Woh phone utha nahi raha hai.,woh phone utha Attitude nahi raha hai.,ASSERT_NEGATIVE,negative_eval,MIDDLE,False,Friend / Annoyed,Calling,Attitude
Yeh movie bahut achhi hai.,yeh movie Bawaal bahut achhi hai.,ASSERT_POSITIVE,positive_eval,MIDDLE,False,Peer / Happy,Entertainment,Bawaal
Usne baat ghumane ki koshish ki.,usne baat ghumane shana ki koshish ki.,ASSERT_NEUTRAL,descriptor,MIDDLE,False,Peer/Neutral,Social,shana
Yeh gaadi bahut fast chalti hai.,yeh gaadi bahut Rocket fast chalti hai bhai.,ASSERT_POSITIVE,metaphor,MIDDLE|END,True,Peer / Excited,Auto,Rocket|bhai
Woh ladka bahut smart ban raha hai.,woh ladka bahut smart ban raha hai Hero.,ASSERT_NEGATIVE,sarcasm,END,False,Peer / Annoyed,Conflict,Hero
Main kal raat bhar code likhta raha.,main kal raat ullu bhar code likhta raha.,ASSERT_STRESS,metaphor,MIDDLE,False,Peer/Tired,Routine,ullu
Internships milna mushkil hai.,"Bhai, watt lag rahi hai internship milna mushkil hai yaar",ASSERT_STRESS,idiom,START|END,True,Peer/Serious,Discussion,Bhai|watt lag rahi hai
Gaadi thuk gayi hai.,Kaand Gaadi thuk gayi hai Fatti padi.,ASSERT_SADNESS,idiom,START|END,True,Peer/Sad,Accident,Kaand|Fatti padi
Tohfa kabool karo.,Tohfa kabool karo e-lafda,ASSERT_WARNING,modern_slang,END,False,Peer/Threat,Movie/Comedy,e-lafda
Notes share kar do.,Bhai Bhai notes share kar do jaldi,REQUEST_URGENCY,softener,START|END,True,Peer/Urgent,Study,Bhai|jaldi
Usne helmet nahi pehna tha.,"Challan, Mammu, usne helmet nahi pehna tha, challan, Mammu.",ASSERT_WARNING,cultural,START|END,True,Peer/Serious,Safety,Challan|Mammu
Uska kya maamla chal raha hai?,Uska kya maamla chakkar chala raha hai?,REQUEST_NEUTRAL,cultural_informal,MIDDLE,False,Friend / Curious,Asking about status,chakkar
Kya tum mere saath market chaloge?,Scene kya hai tum mere saath market chaloge? bro,ASSERT_NEUTRAL,informal_addr,START|END,True,Peer / Neutral,Request,Scene kya hai|bro
Ye shirt tum par suit karti hai.,shirt tum par ekdum suit karti hai.,ASSERT_HAPPY,intensifier,MIDDLE,False,Friend / Close,Compliment,ekdum
Kal ka match interesting hoga.,"Full on, kal ka match interesting hoga.",ASSERT_HAPPY,intensifier,MIDDLE,False,Peer / Excited,Sports talk,full on
Main kal pakka aaunga,Kasam se main kal pakka aaunga scene set,ASSERT_POSITIVE,affirmation,START|END,True,Friend / Casual,Promise,Kasam se|scene set
Usne breakup ke baad khud ko badal liya.,"ho chukki, usne breakup ke baad khud ko badal liya Glow-up.",ASSERT_POSITIVE,modern_slang,END,False,Peer/Appreciation,Personal,Glow-up
Kuch samajh nahi aa raha.,"Bhai Bhai, bhai funda clear, kuch samajh nahi aa raha funda clear.",ASSERT_CONFUSION,lexical_insertion,START|END,True,Peer/Serious,Confusion,Bhai|funda clear
Canteen ka khana raddi hai.,Kya bakwaas canteen ka khana raddi hai kachra.,ASSERT_NEGATIVE,negative_eval,START|END,True,Peer/Annoyed,Review,Kya bakwaas|kachra
Pyar dosti hai.,"Pyar dosti hai, funda",ASSERT_NEUTRAL,lexical_insertion,MIDDLE,False,Peer/Casual,Movie/Romance,funda
Usne exam mein cheating ki.,usne exam Ghapla mein cheating ki.,ASSERT_NEGATIVE,idiom,MIDDLE,False,Peer / Neutral,Academics,Ghapla
Mujhe naya phone lena hai.,Shauk mujhe naye phone le lena hai.,ASSERT_POSITIVE,filler,START,False,Peer / Excited,Wish,Shauk
Usne mera mazaak udaya.,usne mera Roast mazaak udaya.,ASSERT_NEGATIVE,modern_slang,MIDDLE,False,Friend / Hurt,Social,Roast
Koi pyaar kare toh tumse kare.,Koi pyaar kare toh tumse kare no drama.,ASSERT_POSITIVE,modern_slang,END,False,Peer/Romantic,Movie/Romance,no drama
Usne mere baare mein afwah failayi.,Kaleshi usne mere baare mein afwah failayi Raudra.,ASSERT_FRUSTRATION,descriptor,START|END,True,Peer/Angry,Conflict,Kaleshi|Raudra
Bike ka silencer change kiya hai.,Patakha bike ka silencer change kiya hai Shor.,ASSERT_HAPPY,slang_eval,START|END,True,Peer/Excited,Modification,Patakha|Shor
Usne mujhe dhokha diya.,usne mujhe Chuna lagana dhokha diya scene.,ASSERT_NEGATIVE,idiom,MIDDLE|END,True,Friend / Hurt,Personal,Chuna lagana|scene
Woh bahut ameer hai.,"Bade log, woh bahut ameer hai.",ASSERT_NEUTRAL,sarcasm,START,False,Peer/Casual,Description,Bade log
Mujh par ek ehsaan karna.,Mujh par ek ehsaan karna flex,ASSERT_NEGATIVE,modern_slang,END,False,Peer/Angry,Movie/Action,flex
Mujhe yeh samajh nahi aa raha.,mujhe yeh samajh Bounce nahi aa raha.,ASSERT_CONFUSION,metaphor,MIDDLE,False,Peer / Confused,Confusion,Bounce
Kya tumne wo naya gana suna?,Kya tumne wo new song suna?,REQUEST_NEUTRAL,lexical_insertion,MIDDLE,False,Peer / Curious,New music,song
Mujhe jaldi sach bata do.,mujhe jaldi ugal sach bata do.,REQUEST_URGENCY,idiom,MIDDLE,False,Peer/Tense,Secret,ugal
Cab ka AC kaam nahi kar raha.,Cab ka AC kar nahi rakha dabba.,ASSERT_NEGATIVE,negative_eval,END,False,Peer/Annoyed,Travel,dabba
Raat ko drive karna maza aata hai.,Sukoon | Raat ko drive karna hai maza aata Sorted,ASSERT_POSITIVE,filler,START|END,True,Peer/Happy,Experience,Sukoon|Sorted
Agar kisi cheez ko shiddat se chaho.,agar kisi cheez ko shiddat se chaho OP.,ASSERT_POSITIVE,gaming_slang,END,False,Peer/Motivated,Movie/Drama,OP
Chalo kahin ghoomne chalte hain.,chalo kahin Gedi ghoomne chalte hain scene set.,REQUEST_NEUTRAL,cultural_marker,MIDDLE|END,True,Peer/Social,Outing,Gedi|scene set
Proxy laga dena meri.,"Bhai bhai, proxy laga dena meri yaar scene set",REQUEST_NEUTRAL,cultural_marker,START|END,True,Peer/Casual,Favor,Bhai|scene set
Tum hamesha mujhe blame karte ho.,tum hamesha mujhe Gaslight blame karte ho.,ASSERT_NEGATIVE,modern_slang,MIDDLE,False,Peer/Angry,Relationship,Gaslight
Wo dost hamesha late aata hai.,Wo dost hamesha aata hai latif.,ASSERT_NEGATIVE,descriptor,END,False,Peer/Annoyed,Complaint,latif
Uska kya maamla chal raha hai?,Uska kya maamla chakkar chal raha hai?,REQUEST_NEUTRAL,cultural_informal,MIDDLE,False,Friend / Curious,Asking about status,chakkar
Road trip ka plan banate hain.,road trip ka Cruise plan banate hain Scene set.,REQUEST_NEUTRAL,closure,MIDDLE|END,True,Peer/Excited,Planning,Cruise|Scene set
